airline_sentiment,text
negative,@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ
positive,"@united thx off the response, finally got through the 45 min wait and talked to someone."
negative,@united so unhelpful... http://t.co/vBfIeo2qJC
negative,@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again
negative,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l
negative,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made
negative,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation
negative,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules."
negative,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space."
positive,"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated"
negative,"@united Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable."
negative,@united stuck in YYZ because staff took a break? Not happy 1K....
negative,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.
negative,@united pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame..
negative,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited"
negative,"@united should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks."
negative,@united united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car.
negative,@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.
negative,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update."
negative,@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?
negative,@united I was rebooked but had to take bus from Portland Maine to Boston. Told United does not cover the charge.
negative,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.
negative,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me"
negative,@United is offering to reroute my SFO flight to LAX. Might be geography class time.
negative,@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer
negative,@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport
negative,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.
negative,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst"
negative,@united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable
negative,"@united missing my amazing us bank work conference, not ok.  What do I do now?????"
negative,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !"
negative,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight
negative,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.
positive,@united this is why I fly @SouthwestAir ... Never have any issues
negative,@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed
negative,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
positive,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!
negative,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?
negative,"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc"
negative,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx"
negative,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol"
negative,@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight
negative,“@united:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^ML”:3:15 &amp; still not resolved
negative,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?"
